sequence_id,target,x_Left_hand_0,y_Left_hand_0,x_Left_hand_1,y_Left_hand_1,x_Left_hand_2,y_Left_hand_2,x_Left_hand_3,y_Left_hand_3,x_Left_hand_4,y_Left_hand_4,x_Left_hand_5,y_Left_hand_5,x_Left_hand_6,y_Left_hand_6,x_Left_hand_7,y_Left_hand_7,x_Left_hand_8,y_Left_hand_8,x_Left_hand_9,y_Left_hand_9,x_Left_hand_10,y_Left_hand_10,x_Left_hand_11,y_Left_hand_11,x_Left_hand_12,y_Left_hand_12,x_Left_hand_13,y_Left_hand_13,x_Left_hand_14,y_Left_hand_14,x_Left_hand_15,y_Left_hand_15,x_Left_hand_16,y_Left_hand_16,x_Left_hand_17,y_Left_hand_17,x_Left_hand_18,y_Left_hand_18,x_Left_hand_19,y_Left_hand_19,x_Left_hand_20,y_Left_hand_20,x_Right_hand_0,y_Right_hand_0,x_Right_hand_1,y_Right_hand_1,x_Right_hand_2,y_Right_hand_2,x_Right_hand_3,y_Right_hand_3,x_Right_hand_4,y_Right_hand_4,x_Right_hand_5,y_Right_hand_5,x_Right_hand_6,y_Right_hand_6,x_Right_hand_7,y_Right_hand_7,x_Right_hand_8,y_Right_hand_8,x_Right_hand_9,y_Right_hand_9,x_Right_hand_10,y_Right_hand_10,x_Right_hand_11,y_Right_hand_11,x_Right_hand_12,y_Right_hand_12,x_Right_hand_13,y_Right_hand_13,x_Right_hand_14,y_Right_hand_14,x_Right_hand_15,y_Right_hand_15,x_Right_hand_16,y_Right_hand_16,x_Right_hand_17,y_Right_hand_17,x_Right_hand_18,y_Right_hand_18,x_Right_hand_19,y_Right_hand_19,x_Right_hand_20,y_Right_hand_20
1,,0.6519904136657715,0.6715254783630371,0.6200754046440125,0.6772047877311707,0.6015187501907349,0.6906213164329529,0.589841365814209,0.7038922309875488,0.5788891315460205,0.7148511409759521,0.6326232552528381,0.7104672789573669,0.6174978017807007,0.7283122539520264,0.6007562875747681,0.7323722243309021,0.5873615145683289,0.7325053215026855,0.6476784348487854,0.7120742797851562,0.6324682235717773,0.7310240268707275,0.6142258644104004,0.7339613437652588,0.5998721718788147,0.732880711555481,0.6560231447219849,0.7112094759941101,0.6434520483016968,0.7281923890113831,0.6266908645629883,0.7312442064285278,0.613361120223999,0.7311086654663086,0.6588734984397888,0.7089547514915466,0.6488752961158752,0.7234939336776733,0.6357548236846924,0.7277602553367615,0.624942421913147,0.7282556295394897,0.1867402195930481,0.3958273231983185,0.2182849943637848,0.3851277530193329,0.24037379026412964,0.3700782358646393,0.24744480848312378,0.3555184304714203,0.24534490704536438,0.3433585464954376,0.21383382380008698,0.3460247814655304,0.22149601578712463,0.32604968547821045,0.2253308743238449,0.313642680644989,0.22721847891807556,0.3028451204299927,0.18917565047740936,0.3447050154209137,0.18322917819023132,0.32190877199172974,0.18019524216651917,0.30833330750465393,0.17773838341236115,0.29677408933639526,0.16779270768165588,0.34810081124305725,0.1616576462984085,0.327354371547699,0.16026753187179565,0.31335610151290894,0.16000641882419586,0.30125778913497925,0.1489865928888321,0.35536476969718933,0.1411120444536209,0.3390693664550781,0.1364952027797699,0.3282283544540405,0.13309533894062042,0.3181624114513397
1,,0.6495007872581482,0.6696013808250427,0.6153274178504944,0.6750237345695496,0.5986232161521912,0.6903601288795471,0.5888439416885376,0.7044603228569031,0.579171895980835,0.7153123021125793,0.6313782930374146,0.7108781337738037,0.6159071326255798,0.7282315492630005,0.5989808440208435,0.7324725985527039,0.585821270942688,0.7331756353378296,0.646818220615387,0.7120100855827332,0.6319739818572998,0.7306903004646301,0.6130536794662476,0.7339109778404236,0.5982080698013306,0.7327804565429688,0.655636727809906,0.7106078863143921,0.6431596279144287,0.7273313999176025,0.6260253190994263,0.7308796048164368,0.6124706268310547,0.7314186692237854,0.6588423252105713,0.7080040574073792,0.6491904258728027,0.7227862477302551,0.6366665959358215,0.7276473641395569,0.6255435347557068,0.7290058732032776,0.18196777999401093,0.40233033895492554,0.20850756764411926,0.38732725381851196,0.2241308093070984,0.36949142813682556,0.22772063314914703,0.35444778203964233,0.21942345798015594,0.34359779953956604,0.19149699807167053,0.3492410480976105,0.18958352506160736,0.3290048837661743,0.188685342669487,0.31703001260757446,0.1866481602191925,0.30602318048477173,0.1673116385936737,0.35067519545555115,0.15576983988285065,0.329353928565979,0.14811795949935913,0.31633320450782776,0.14037343859672546,0.3049723207950592,0.14794683456420898,0.356486052274704,0.13482719659805298,0.33779993653297424,0.12788641452789307,0.325314462184906,0.12196864187717438,0.314129501581192,0.13220804929733276,0.36602887511253357,0.12171463668346405,0.35159727931022644,0.11608050763607025,0.34191617369651794,0.11140614002943039,0.33252376317977905
1,,0.6522955298423767,0.6697322726249695,0.6184127926826477,0.6756889820098877,0.6008208394050598,0.6910060048103333,0.590261697769165,0.7050731182098389,0.5797538757324219,0.7159117460250854,0.6319078803062439,0.7112743854522705,0.6161854863166809,0.7289654016494751,0.599287748336792,0.7328103184700012,0.5863940715789795,0.7332696318626404,0.6471241116523743,0.7123621106147766,0.631578266620636,0.7311433553695679,0.6126629114151001,0.73426753282547,0.5982598662376404,0.7330964803695679,0.6559357643127441,0.7108420133590698,0.6432057023048401,0.7277974486351013,0.6259095072746277,0.7313593029975891,0.6123812198638916,0.7319144606590271,0.6592761278152466,0.7082023620605469,0.6494424343109131,0.7232505083084106,0.636765718460083,0.7279654145240784,0.6256365776062012,0.7291076183319092,0.1947954297065735,0.41264694929122925,0.21714997291564941,0.39599162340164185,0.22821471095085144,0.3779141306877136,0.23012085258960724,0.3645919859409332,0.22306004166603088,0.3541400134563446,0.1941927820444107,0.36096012592315674,0.18844012916088104,0.343614399433136,0.18966802954673767,0.3380318284034729,0.19276776909828186,0.33486995100975037,0.1763783097267151,0.36539778113365173,0.1702897846698761,0.3529728055000305,0.1766127049922943,0.34969839453697205,0.18536458909511566,0.3482353985309601,0.1597638577222824,0.3728145360946655,0.15404179692268372,0.3602778911590576,0.1587253361940384,0.35469746589660645,0.16664637625217438,0.351272314786911,0.14323726296424866,0.38285505771636963,0.1333892047405243,0.37202855944633484,0.13649119436740875,0.3668915331363678,0.14344796538352966,0.363311767578125
1,,0.6520094275474548,0.6702181100845337,0.6191092729568481,0.6759682893753052,0.6013921499252319,0.6911146640777588,0.5905555486679077,0.7054235339164734,0.5806286931037903,0.7166652083396912,0.6325646042823792,0.7113302946090698,0.6165479421615601,0.729233980178833,0.5995882749557495,0.7331308126449585,0.5866903066635132,0.733496904373169,0.6475873589515686,0.7128446102142334,0.6316176056861877,0.7319063544273376,0.612523078918457,0.7351810932159424,0.5977846384048462,0.7341744899749756,0.6561803817749023,0.7116396427154541,0.642829954624176,0.7286760807037354,0.6253684163093567,0.7321803569793701,0.6115773320198059,0.7327061891555786,0.6593027114868164,0.7091439962387085,0.6491117477416992,0.7241742610931396,0.6363438963890076,0.728818953037262,0.6252590417861938,0.7298440933227539,0.2126065194606781,0.4268273115158081,0.23012985289096832,0.4166702628135681,0.24075143039226532,0.40415894985198975,0.24279570579528809,0.39391598105430603,0.23742473125457764,0.38490572571754456,0.19314002990722656,0.3818822205066681,0.20676352083683014,0.37794190645217896,0.2221420556306839,0.38634398579597473,0.23230919241905212,0.39544677734375,0.17356069386005402,0.3879507780075073,0.19246606528759003,0.38965219259262085,0.2123475819826126,0.39800259470939636,0.226700559258461,0.4060784578323364,0.1597495675086975,0.3981076776981354,0.17642298340797424,0.39928996562957764,0.19669605791568756,0.4061054587364197,0.21159841120243073,0.4128991961479187,0.14957401156425476,0.4103037118911743,0.16234910488128662,0.41119852662086487,0.1787363588809967,0.414947509765625,0.19181130826473236,0.4193989336490631
1,,0.6533404588699341,0.6700778603553772,0.6202265024185181,0.6762650012969971,0.6025742888450623,0.6912528276443481,0.591458797454834,0.7054687142372131,0.5807609558105469,0.7166916131973267,0.6330992579460144,0.7118276953697205,0.6171458959579468,0.7295368909835815,0.6005902886390686,0.7332103252410889,0.5879546999931335,0.7334563136100769,0.6482147574424744,0.7130787968635559,0.6327456831932068,0.7316446900367737,0.6143943667411804,0.7346709370613098,0.600115954875946,0.7334874272346497,0.657100260257721,0.7117311358451843,0.6444461941719055,0.7282978892326355,0.6277212500572205,0.7318198680877686,0.6143528819084167,0.7324479222297668,0.6605132222175598,0.7092394828796387,0.6508481502532959,0.7239821553230286,0.6388157606124878,0.7286553382873535,0.6281625628471375,0.729867696762085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.21982929110527039,0.47987350821495056,0.2556730806827545,0.47350531816482544,0.2947781980037689,0.47794249653816223,0.3214963674545288,0.48908135294914246,0.3348844051361084,0.5003846883773804,0.2792646288871765,0.4754781126976013,0.30985090136528015,0.4973677098751068,0.3201923668384552,0.5064824223518372,0.32419291138648987,0.5125120282173157,0.2571231722831726,0.48542433977127075,0.29636797308921814,0.5078222155570984,0.3110246956348419,0.5143745541572571,0.31640318036079407,0.5169813632965088,0.24061179161071777,0.4956772029399872,0.28046682476997375,0.5163475275039673,0.297391802072525,0.5212317705154419,0.3060414791107178,0.5221572518348694,0.2292342185974121,0.5054379105567932,0.26221001148223877,0.5194315910339355,0.2786444127559662,0.5229912996292114,0.2890186309814453,0.5235938429832458,0.6545368432998657,0.6699027419090271,0.6214427351951599,0.6757495999336243,0.6040987968444824,0.6909857988357544,0.5935990810394287,0.7054283022880554,0.5833320617675781,0.7165340781211853,0.6352180242538452,0.7106959223747253,0.6185817122459412,0.7292208671569824,0.6015068292617798,0.7329202890396118,0.5885359644889832,0.7328886389732361,0.650205135345459,0.7122037410736084,0.6343850493431091,0.7314753532409668,0.6151313185691833,0.7345656156539917,0.6001864075660706,0.7330678105354309,0.6586082577705383,0.7110671997070312,0.6457406282424927,0.7283046245574951,0.6280403733253479,0.7316297888755798,0.6141476035118103,0.7316023111343384,0.6615161299705505,0.708809494972229,0.6514727473258972,0.7238327264785767,0.6386787295341492,0.7283679842948914,0.6274833083152771,0.7291233539581299
1,,0.6546472907066345,0.668901264667511,0.6211400032043457,0.6749626994132996,0.603323757648468,0.6904499530792236,0.5928882360458374,0.7048678398132324,0.582798957824707,0.7160434722900391,0.6357922554016113,0.710742712020874,0.618923008441925,0.7289149165153503,0.6018882393836975,0.7322241067886353,0.5890502333641052,0.7319977879524231,0.651093065738678,0.7119337320327759,0.635317325592041,0.7310741543769836,0.6160871982574463,0.7333972454071045,0.6016704440116882,0.7313688397407532,0.6597378253936768,0.7102402448654175,0.6475192308425903,0.7272235751152039,0.6300274729728699,0.7299231290817261,0.6167754530906677,0.7295429110527039,0.6629403829574585,0.7072216868400574,0.6537891030311584,0.7221121191978455,0.6413604021072388,0.7261767983436584,0.6306719779968262,0.7265639901161194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.19149215519428253,0.43157246708869934,0.21072597801685333,0.41470083594322205,0.2180948555469513,0.39821091294288635,0.2170504927635193,0.38839176297187805,0.2072998583316803,0.38690921664237976,0.1636454313993454,0.38026028871536255,0.18626508116722107,0.3835199177265167,0.202520489692688,0.39317357540130615,0.2104339897632599,0.40000325441360474,0.1442854106426239,0.3878670930862427,0.17398469150066376,0.3948024809360504,0.19303733110427856,0.4037645161151886,0.20422019064426422,0.41037696599960327,0.13121914863586426,0.3990502953529358,0.15836240351200104,0.40435487031936646,0.17946772277355194,0.4111112654209137,0.19342227280139923,0.4167346954345703,0.12405983358621597,0.4117272198200226,0.14445620775222778,0.415027379989624,0.16172683238983154,0.41940367221832275,0.17395620048046112,0.42318475246429443,0.6547040939331055,0.6685965061187744,0.6208810806274414,0.674452006816864,0.6032713055610657,0.6899788975715637,0.5930545926094055,0.7045241594314575,0.5827948451042175,0.7158422470092773,0.6356484293937683,0.7104982137680054,0.618717610836029,0.7288717031478882,0.6011993885040283,0.7324476838111877,0.5878506302833557,0.7324520349502563,0.6511785984039307,0.7118537425994873,0.6353352665901184,0.7313833236694336,0.6159597039222717,0.7336915731430054,0.601416289806366,0.7316023111343384,0.659839391708374,0.7102470397949219,0.6476272344589233,0.7274016737937927,0.6303610801696777,0.7301166653633118,0.6172385215759277,0.7297607064247131,0.6628860831260681,0.7072335481643677,0.6537333130836487,0.7222719788551331,0.6413351893424988,0.7263122797012329,0.6307773590087891,0.726632833480835
1,,0.655316948890686,0.668383002281189,0.6210190057754517,0.6745429039001465,0.6032617688179016,0.6898592710494995,0.5930379629135132,0.7043856382369995,0.5823506712913513,0.7155293822288513,0.635708212852478,0.7105482816696167,0.6191831231117249,0.7289023995399475,0.6020975708961487,0.7323048114776611,0.5891064405441284,0.731996476650238,0.651574432849884,0.7118664979934692,0.6364860534667969,0.7314319610595703,0.6175170540809631,0.7335724234580994,0.6031410098075867,0.7310730218887329,0.6604331135749817,0.7101936340332031,0.6484522819519043,0.7272245287895203,0.6313182711601257,0.7299563884735107,0.6181213855743408,0.7294518947601318,0.6637057065963745,0.707098662853241,0.6548182964324951,0.721828043460846,0.6426452398300171,0.725840151309967,0.632104218006134,0.7261389493942261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.13708166778087616,0.35900425910949707,0.16120894253253937,0.3424123227596283,0.17368942499160767,0.3228330612182617,0.17261038720607758,0.3063450753688812,0.17035594582557678,0.2928522527217865,0.13212615251541138,0.30714479088783264,0.12178312987089157,0.2863733172416687,0.11450991034507751,0.27438098192214966,0.10778521001338959,0.264183908700943,0.10921596735715866,0.31017324328422546,0.090097576379776,0.2885100543498993,0.07797883450984955,0.2758864164352417,0.06780631840229034,0.26556453108787537,0.09198765456676483,0.31691673398017883,0.0717439204454422,0.29778826236724854,0.05983015522360802,0.2856104075908661,0.05045664310455322,0.274904727935791,0.07862566411495209,0.3266420066356659,0.06182508543133736,0.3127221167087555,0.052559785544872284,0.30362051725387573,0.04515654593706131,0.2950367033481598,0.6566821932792664,0.6686593294143677,0.6220090389251709,0.6749300360679626,0.604349672794342,0.6907938122749329,0.5938286781311035,0.7052841186523438,0.5829035043716431,0.7159778475761414,0.6363862156867981,0.7110852003097534,0.6197015643119812,0.7291637063026428,0.6028538346290588,0.7325422167778015,0.5901267528533936,0.7322760224342346,0.6519879698753357,0.7124136686325073,0.636207640171051,0.7313711643218994,0.6172136664390564,0.7337696552276611,0.6025320291519165,0.7317747473716736,0.6608011722564697,0.7109596729278564,0.6479508876800537,0.7276104092597961,0.6305594444274902,0.7305089235305786,0.6168626546859741,0.7303391695022583,0.664151132106781,0.7082783579826355,0.65468829870224,0.722822904586792,0.6425085067749023,0.7270705699920654,0.6317496299743652,0.7277899980545044
